ser,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,educated,population,households,median_income,random_income,ocean_proximity,median_house_value
17103,-122.22,37.46,37,2586,495,,1208,502,4.3214,7.405768668,NEAR OCEAN,342700
17104,-122.23,37.45,34,4177,723,681.98,1586,660,5.0457,1.67300081,NEAR OCEAN,395100
17105,-122.23,37.45,29,1617,235,,758,246,7.7932,8.644651044,NEAR OCEAN,469900
17106,-122.22,37.46,13,2888,546,496.44,1182,504,6.0255,8.884965365,NEAR OCEAN,409300
17107,-122.2,37.46,40,1723,208,419.68,976,209,9.8892,0.470425331,NEAR OCEAN,500001
17108,-122.2,37.44,31,2328,270,,722,247,15.0001,9.480093,NEAR OCEAN,500001
17109,-122.22,37.44,32,4281,501,474.48,1318,484,15.0001,7.668826859,NEAR OCEAN,500001
17110,-122.21,37.46,48,2560,322,,921,301,10.8758,9.113090295,NEAR OCEAN,500001
17111,-122.21,37.46,40,1777,207,,577,207,15.0001,4.919344247,NEAR OCEAN,500001
17112,-122.18,37.46,40,2529,293,365.64,831,258,15.0001,6.163766807,NEAR BAY,500001
17113,-122.2,37.47,40,2959,389,,985,365,9.9025,0.874448989,NEAR BAY,500001
17114,-122.18,37.47,37,2848,328,,852,327,13.367,8.873693678,NEAR BAY,500001
17115,-122.16,37.47,44,2581,437,352.1,1006,414,5.397,0.321175389,NEAR BAY,341700
17116,-122.17,37.48,39,2427,401,506.54,1178,408,5.9629,9.005552821,NEAR BAY,352700
17117,-122.16,37.47,33,3687,852,1205.49,3091,852,2.6506,8.959145947,NEAR BAY,162600
17118,-122.16,37.48,36,2238,479,779.6,1949,457,2.3769,8.719905116,NEAR BAY,157300
17119,-122.14,37.5,46,30,4,5.33,13,5,15.0001,5.214351833,NEAR BAY,500001
17120,-122.14,37.48,36,1210,236,362.97,981,239,4.0039,9.859967284,NEAR BAY,148900
17121,-122.14,37.47,36,2081,412,772.4,1931,373,3.7917,8.479785621,NEAR BAY,160600
17122,-122.12,37.48,36,880,177,,795,188,3.8194,2.247168574,NEAR BAY,159400
17123,-122.13,37.47,25,1630,353,695.7,1546,371,5.0893,4.882908566,NEAR BAY,173400
17124,-122.13,37.46,37,1576,334,,1385,323,2.5294,1.936436504,NEAR BAY,159400
17125,-122.13,37.46,35,1321,300,419.21,1133,287,3.7312,0.258493243,NEAR BAY,159600
17126,-122.12,37.45,38,1276,314,372.45,955,287,2.0096,1.398500632,NEAR BAY,155700
17127,-122.13,37.46,31,2247,573,718.62,1711,511,3.2642,2.067199559,NEAR BAY,185600
17128,-122.13,37.47,30,1480,294,450.4,1126,301,4.983,8.438215864,NEAR BAY,166700
17129,-122.14,37.47,37,3373,815,1047.24,2909,705,2.8868,3.293902087,NEAR BAY,156600
17130,-122.15,37.47,37,1844,382,637.26,1634,417,2.7993,3.84504536,NEAR BAY,145500
17131,-122.15,37.47,38,1560,301,465.85,1331,316,3.0521,0.661871149,NEAR BAY,151500
17132,-122.15,37.46,30,4198,1244,990.86,2678,1147,3.6712,5.753230934,NEAR BAY,308600
17133,-122.14,37.46,27,5580,2009,,4165,1763,2.4375,5.826972764,NEAR BAY,189000
17134,-122.15,37.47,39,1295,239,,566,242,5.6407,2.583510002,NEAR BAY,326400
17135,-122.15,37.46,42,1995,412,,794,374,5.6234,1.244710269,NEAR BAY,379600
17136,-122.16,37.46,45,2068,348,312.28,844,366,6.227,0.990371125,NEAR BAY,417800
17137,-122.16,37.45,50,196,41,,76,42,7.6129,3.314245326,NEAR BAY,412500
17138,-122.16,37.46,32,2663,661,533.14,1403,733,4.2667,2.633344145,NEAR BAY,410200
17139,-122.17,37.46,47,2312,332,,1044,282,9.459,9.992047981,NEAR BAY,500001
17140,-122.19,37.46,34,5419,1183,820.82,2002,1138,4.1985,5.699009505,NEAR BAY,500001
17141,-122.17,37.45,33,1828,396,344.7,766,378,4.4531,3.225648639,NEAR BAY,500001
17142,-122.17,37.45,35,1025,242,,388,232,5.1995,0.740827184,NEAR BAY,500001
17143,-122.18,37.45,43,2061,437,326.8,817,385,4.4688,3.672800151,NEAR BAY,460200
17144,-122.18,37.45,37,5257,1360,,2128,1264,4,1.256940468,NEAR BAY,394300
17145,-122.19,37.45,18,1636,414,375.32,853,439,5.1032,4.981456124,NEAR OCEAN,464600
17146,-122.18,37.44,44,2237,347,379.2,948,346,8.2436,3.008717868,NEAR OCEAN,500001
17147,-122.19,37.44,38,3383,456,,1203,465,9.3198,0.329614184,NEAR OCEAN,500001
17148,-122.19,37.44,39,4402,618,581.76,1616,631,8.9955,9.4093262,NEAR OCEAN,500001
17149,-122.2,37.43,38,3626,528,526.5,1350,532,7.3681,7.879605639,NEAR OCEAN,500001
17150,-122.21,37.44,35,1140,193,213.84,486,199,4.6908,1.275124131,NEAR OCEAN,500001
17151,-122.2,37.43,40,2223,412,420,1050,417,5.2421,2.974439076,NEAR OCEAN,444500
17152,-122.19,37.43,39,2392,420,,937,406,6.6136,7.017897919,NEAR OCEAN,472800
17153,-122.2,37.43,22,3294,744,,1337,655,5.2391,9.062188746,NEAR OCEAN,500001
17154,-122.21,37.43,33,1606,254,254.45,727,271,8.6963,6.147538174,NEAR OCEAN,500001
17155,-122.21,37.43,23,5741,1012,663.48,1843,888,5.7211,8.583957833,NEAR OCEAN,500001
17156,-122.23,37.42,16,1945,320,179.2,512,300,7.4542,3.362601821,NEAR OCEAN,500001
17157,-122.19,37.42,47,932,167,,295,116,8.4375,9.465357816,NEAR OCEAN,500001
17158,-122.21,37.43,20,975,134,,324,146,9.7796,2.943584759,NEAR OCEAN,500001
17159,-122.21,37.42,28,564,72,,191,79,11.9666,9.812817526,NEAR OCEAN,500001
17160,-122.2,37.4,37,1296,194,205.2,540,192,8.2782,8.125885589,NEAR OCEAN,500001
17161,-122.2,37.4,30,2612,338,392,980,324,10.0481,1.601324902,NEAR OCEAN,500001
17162,-122.21,37.38,28,4518,578,565.82,1489,559,11.3176,9.297105149,NEAR OCEAN,500001
17163,-122.2,37.35,17,3095,442,480.93,1173,424,13.2986,8.059676492,NEAR BAY,500001
17164,-122.21,37.37,34,1476,217,,613,223,8.2883,7.367022944,NEAR OCEAN,500001
17165,-122.22,37.37,26,440,202,135.24,322,218,5.1831,4.868961026,NEAR OCEAN,350000
17166,-122.22,37.36,34,1559,243,270,600,242,8.7382,5.050155589,NEAR OCEAN,500001
17167,-122.22,37.4,32,2297,287,,814,283,15.0001,0.818448991,NEAR OCEAN,500001
17168,-122.25,37.45,34,2999,365,370.8,927,369,10.2811,3.834633654,NEAR OCEAN,500001
17169,-122.27,37.45,41,830,136,123.55,353,153,6.3824,9.638033072,NEAR OCEAN,500001
17170,-122.24,37.43,36,2410,361,,934,377,7.652,2.056038606,NEAR OCEAN,500001
17171,-122.27,37.43,33,1601,223,,629,215,15.0001,4.541480464,NEAR OCEAN,500001
17172,-122.25,37.39,33,370,42,,153,53,10.6514,3.814248684,NEAR OCEAN,500001
17173,-122.26,37.38,28,1103,164,170.15,415,154,7.8633,4.857024718,NEAR OCEAN,500001
17174,-122.29,37.41,30,6373,854,,2149,798,10.6868,4.683540078,NEAR OCEAN,500001
17175,-122.46,37.51,23,949,151,,399,149,5.6286,6.560016103,NEAR OCEAN,411300
17176,-122.47,37.5,18,2297,416,434.4,1086,381,4.875,2.507074373,NEAR OCEAN,334600
17177,-122.47,37.5,25,950,259,,404,195,3.1937,4.987854568,NEAR OCEAN,319200
17178,-122.48,37.51,22,1564,278,,761,270,4.7578,8.533736101,NEAR OCEAN,318500
17179,-122.47,37.51,15,4974,764,911.02,2222,774,6.7606,5.25867946,NEAR OCEAN,364300
17180,-122.44,37.52,16,7077,1179,,3502,1148,5.9919,0.779314855,NEAR OCEAN,345100
17181,-122.53,37.5,19,4768,807,989.55,2199,805,6.1896,3.107900471,NEAR OCEAN,331100
17182,-122.49,37.54,15,3456,545,564.99,1527,535,6.3256,8.940680266,NEAR OCEAN,368000
17183,-122.51,37.53,17,1574,262,255.36,672,241,7.2929,5.665509871,NEAR OCEAN,355800
17184,-122.5,37.51,11,749,137,,355,124,8.2364,7.881816727,NEAR OCEAN,371800
17185,-122.49,37.5,21,1209,309,320.4,801,259,4.5625,3.563861077,NEAR OCEAN,500000
17186,-122.43,37.43,17,11999,2249,1968.12,5467,1989,4.8405,8.034872929,NEAR OCEAN,354300
17187,-122.34,37.46,21,1799,293,,576,277,7.439,6.493763758,NEAR OCEAN,500001
17188,-122.38,37.34,33,1054,209,168,400,161,7.7773,0.629743916,NEAR OCEAN,456300
17189,-122.33,37.39,52,573,102,90.48,232,92,6.2263,7.676397941,NEAR OCEAN,500001
17190,-122.27,37.32,37,2607,534,565.32,1346,507,5.3951,8.38347013,NEAR OCEAN,277700
17191,-122.27,37.24,30,2762,593,,1581,502,5.1002,4.130827265,NEAR OCEAN,319400
17192,-122.38,37.18,52,1746,315,329.35,941,220,3.3047,4.023820725,NEAR OCEAN,286100
17193,-119.77,34.44,24,5652,1313,809.2,2312,1294,2.4717,6.937600954,NEAR OCEAN,295300
17194,-119.78,34.45,9,1830,353,530.25,1515,220,4.2109,5.557578162,NEAR OCEAN,450000
17195,-119.79,34.45,24,2746,433,462.68,1076,380,5.8635,0.005230708,NEAR OCEAN,348700
17196,-119.75,34.45,26,3578,677,526.4,1504,618,4.1375,8.674081852,NEAR OCEAN,395000
17197,-119.75,34.44,28,1080,298,183.4,524,251,1.8432,1.732887479,NEAR OCEAN,327300
17198,-119.76,34.44,28,1985,582,491.4,1092,548,2.4701,5.577770411,NEAR OCEAN,290900
17199,-119.75,34.45,6,2864,,589.68,1404,603,5.5073,3.301252535,NEAR OCEAN,263800
17200,-119.78,34.48,21,2377,322,412.87,1007,328,7.9248,4.397723771,NEAR OCEAN,500001
17201,-119.75,34.5,26,3563,579,606.39,1479,575,5.9522,7.709867367,<1H OCEAN,438400
17202,-119.78,34.45,23,2077,306,,705,256,6.4744,8.267316332,NEAR OCEAN,500001
17203,-119.73,34.44,38,1729,,,801,395,3.1364,9.796769921,NEAR OCEAN,357500
17204,-119.73,34.43,35,2703,654,484.05,1383,631,4.5278,1.482044901,NEAR OCEAN,340400
17205,-119.74,34.44,26,4257,1031,669.96,1861,950,3.4047,7.994200747,NEAR OCEAN,294500
17206,-119.72,34.43,30,2491,656,480.04,1091,576,2.5139,3.938846042,<1H OCEAN,279500
17207,-119.72,34.43,27,984,299,,777,313,2.5694,7.337947248,<1H OCEAN,275000
17208,-119.72,34.43,46,1332,329,283.48,746,310,3.6719,5.553081142,<1H OCEAN,357400
17209,-119.72,34.43,36,1156,309,,521,304,2.6014,3.187365282,<1H OCEAN,320600
17210,-119.72,34.43,33,1028,377,338.85,753,356,2.3454,1.998624699,<1H OCEAN,243800
17211,-119.71,34.43,18,1170,372,,681,346,2.1974,3.383887945,<1H OCEAN,255000
17212,-119.71,34.42,31,1643,499,,1253,499,3.1563,3.844759354,<1H OCEAN,267000
17213,-119.71,34.43,47,1572,417,284.4,790,384,2.6429,1.959436508,<1H OCEAN,279200
17214,-119.72,34.44,50,3265,509,552.64,1256,443,6.3997,2.319760679,<1H OCEAN,500001
17215,-119.71,34.44,52,1837,343,,711,355,4.1316,8.53839354,<1H OCEAN,443000
17216,-119.7,34.43,37,1462,306,,678,322,5.1545,3.771834415,<1H OCEAN,418400
17217,-119.71,34.43,48,2408,536,351.75,1005,497,3.5213,2.695877371,<1H OCEAN,458600
17218,-119.7,34.43,39,1486,467,,758,409,2.6875,9.282048902,<1H OCEAN,320600
17219,-119.7,34.43,52,977,289,152.44,412,272,2.125,7.656317752,<1H OCEAN,300000
17220,-119.7,34.47,32,3725,569,586.8,1304,527,7.7261,2.203233184,<1H OCEAN,500001
17221,-119.72,34.47,34,3262,533,,1265,502,5.8411,2.102601392,<1H OCEAN,381800
17222,-119.71,34.45,35,2183,363,345.8,988,351,5.5922,7.791205933,<1H OCEAN,384400
17223,-119.71,34.44,41,2220,367,389.34,927,355,5.3184,8.463432277,<1H OCEAN,376000
17224,-119.72,34.44,43,1781,342,238.68,663,358,4.7,0.174403073,<1H OCEAN,293800
17225,-119.72,34.44,39,1489,304,280,700,268,3.8819,1.577917328,<1H OCEAN,289900
17226,-119.73,34.44,48,2114,390,428.12,973,367,4.8021,4.596067617,NEAR OCEAN,351100
17227,-119.73,34.45,44,2261,328,267.05,763,294,6.7449,8.400006592,<1H OCEAN,415600
17228,-119.74,34.44,27,1251,282,181.08,503,283,2.8,9.387031765,NEAR OCEAN,353000
17229,-119.74,34.45,29,2526,388,382.2,1092,409,6.0597,9.285082798,<1H OCEAN,383100
17230,-119.69,34.44,41,1989,271,,666,269,6.8406,6.745406745,<1H OCEAN,500001
17231,-119.69,34.43,44,2440,485,444.84,1011,442,4.149,5.297018842,<1H OCEAN,443600
17232,-119.7,34.43,35,1402,369,,654,385,2.6205,1.760202973,<1H OCEAN,318800
17233,-119.69,34.43,43,1257,311,268.4,671,263,2.875,0.656534593,<1H OCEAN,280600
17234,-119.69,34.43,37,2801,497,471.5,1150,476,5.8311,6.032128646,<1H OCEAN,387700
17235,-119.68,34.44,23,2600,398,,917,374,8.7394,6.156796694,<1H OCEAN,500001
17236,-119.67,34.47,35,2700,422,698.25,1995,383,4.9757,4.534360228,<1H OCEAN,500001
17237,-119.66,34.44,26,2790,413,415.74,1014,397,6.5631,9.547970813,<1H OCEAN,500001
17238,-119.66,34.43,27,5509,1059,1062.31,2591,979,3.8456,4.120329602,<1H OCEAN,500001
17239,-119.67,34.44,32,3202,537,,1316,538,5.2888,2.394551967,<1H OCEAN,463800
17240,-119.69,34.43,30,1273,343,400.34,1082,325,2.5104,1.39203496,<1H OCEAN,228100
17241,-119.68,34.43,33,1961,462,727.99,1693,445,2.9896,5.413381936,<1H OCEAN,236000
17242,-119.68,34.43,49,1785,386,506.8,1267,380,3.5208,0.468954223,<1H OCEAN,251200
17243,-119.67,34.38,28,1814,526,331.11,849,420,3.1625,6.461698501,<1H OCEAN,364300
17244,-119.68,34.42,38,1452,354,444.21,1139,340,2.707,7.16442716,<1H OCEAN,236800
17245,-119.67,34.43,39,1467,381,575.64,1404,374,2.3681,9.86101001,<1H OCEAN,241400
17246,-119.67,34.42,37,1673,444,590.8,1477,446,2.0643,4.307933379,<1H OCEAN,246700
17247,-119.67,34.42,23,1333,393,,1369,381,2.5947,4.685858782,<1H OCEAN,232600
17248,-119.7,34.43,52,1364,460,313.56,804,400,2.375,7.015958384,<1H OCEAN,293800
17249,-119.7,34.42,52,329,109,,291,102,1.4722,8.689068385,<1H OCEAN,350000
17250,-119.7,34.42,41,725,239,,582,214,3.1667,6.766730426,<1H OCEAN,362500
17251,-119.69,34.42,17,1826,544,477,1325,532,1.2762,2.044858714,<1H OCEAN,253600
17252,-119.69,34.42,52,302,112,,392,114,2.5978,9.444211926,<1H OCEAN,258300
17253,-119.71,34.42,52,1838,692,,851,576,1.4851,9.702691686,<1H OCEAN,237500
17254,-119.71,34.42,49,1560,436,447.63,1041,411,2.925,3.886738485,<1H OCEAN,246900
17255,-119.71,34.42,39,1172,322,230.28,606,316,2.16,1.157903258,<1H OCEAN,259100
17256,-119.71,34.42,50,840,279,214.72,488,270,2.2097,2.695928464,<1H OCEAN,258300
17257,-119.7,34.42,43,1802,557,,1490,538,2.675,9.818449095,<1H OCEAN,247900
17258,-119.7,34.41,52,1526,458,734.85,1633,449,2.2069,9.638660092,NEAR OCEAN,226500
17259,-119.72,34.42,37,1635,427,359.45,1027,408,3.5905,8.561910687,NEAR OCEAN,264700
17260,-119.72,34.42,31,1524,383,565.65,1257,398,2.6019,8.862225548,NEAR OCEAN,250000
17261,-119.72,34.42,49,1610,370,,961,351,2.6983,6.98143412,NEAR OCEAN,260100
17262,-119.72,34.42,52,1759,387,,980,402,4.0125,3.679095955,NEAR OCEAN,261000
17263,-119.71,34.42,52,1411,324,,1091,306,4.1062,6.263453503,<1H OCEAN,252900
17264,-119.71,34.42,23,2068,658,683.28,1898,570,2.5506,1.812272524,<1H OCEAN,230800
17265,-119.71,34.41,31,1034,319,398.8,997,308,2.6538,6.447182055,NEAR OCEAN,231800
17266,-119.73,34.35,20,1648,319,325.8,905,307,4.375,6.857781259,NEAR OCEAN,335200
17267,-119.71,34.36,34,1706,276,238.64,628,243,4.1842,8.953222517,NEAR OCEAN,364000
17268,-119.7,34.36,35,1604,334,397.76,904,337,4.7411,9.311742222,NEAR OCEAN,336400
17269,-119.71,34.4,36,1846,358,,748,329,4.2283,3.795625312,NEAR OCEAN,326800
17270,-119.7,34.4,25,1858,493,,865,460,3.0938,4.255094768,NEAR OCEAN,312500
17271,-119.72,34.41,35,871,145,152.22,354,154,4.3214,3.983336764,NEAR OCEAN,341800
17272,-119.71,34.4,27,3782,771,,1742,751,4.0451,2.723343013,NEAR OCEAN,395100
17273,-119.71,34.41,18,1225,317,305.36,694,306,3.6823,4.444936346,NEAR OCEAN,255000
17274,-119.7,34.41,19,1215,360,499.13,1349,423,2.6607,8.253122715,NEAR OCEAN,226500
17275,-119.7,34.41,19,2086,575,595.35,1701,530,2.8042,4.971808674,NEAR OCEAN,236100
17276,-119.69,34.38,39,1383,459,270.8,677,362,2.25,1.835295954,NEAR OCEAN,281300
17277,-119.69,34.41,44,1208,357,271.35,603,297,2.6103,9.857664445,<1H OCEAN,500000
17278,-119.75,34.43,23,2982,837,,1317,787,3.3776,9.013582825,NEAR OCEAN,283200
17279,-119.74,34.43,26,3119,562,641.96,1459,562,5.0434,4.182639721,NEAR OCEAN,340400
17280,-119.75,34.4,31,1997,299,355.18,826,301,6.8927,5.58434335,NEAR OCEAN,500001
17281,-119.73,34.43,27,1448,404,342.3,978,338,2.303,2.149796017,NEAR OCEAN,261000
17282,-119.73,34.42,23,1364,227,255.2,638,238,5.3279,2.396352432,NEAR OCEAN,413900
17283,-119.73,34.42,25,2024,312,362.8,907,335,5.4127,8.715382706,NEAR OCEAN,392800
17284,-119.72,34.41,35,1853,375,,878,338,4.9044,8.717625095,NEAR OCEAN,335300
17285,-119.74,34.41,30,2365,417,452.79,1053,409,5.5959,8.567627718,NEAR OCEAN,346200
17286,-119.73,34.41,29,1769,297,,703,269,4.4375,2.346682159,NEAR OCEAN,350000
17287,-119.72,34.41,26,1648,378,,954,405,3.2895,7.914362138,NEAR OCEAN,335000
17288,-119.74,34.35,34,1664,292,282,705,257,5,1.564989833,NEAR OCEAN,329400
17289,-119.74,34.38,32,1479,287,,830,288,5.345,6.367074321,NEAR OCEAN,322600
17290,-119.63,34.42,42,1765,263,,753,260,8.5608,6.265756929,<1H OCEAN,500001
17291,-119.64,34.43,34,3045,570,,1002,488,5.623,4.872913476,<1H OCEAN,500001
17292,-119.63,34.4,29,3865,814,,1266,613,6.0069,3.251442046,<1H OCEAN,500001
17293,-119.64,34.43,32,1872,318,299.6,749,296,4.625,9.456841978,<1H OCEAN,500001
17294,-119.61,34.45,33,3597,519,446.59,1207,479,5.3963,9.099366794,<1H OCEAN,500001
17295,-119.63,34.44,37,3188,442,423.12,984,376,9.4522,0.16754684,<1H OCEAN,500001
17296,-119.61,34.43,16,2665,391,357.3,794,311,9.0267,2.116454119,<1H OCEAN,500001
17297,-119.53,34.41,8,1705,400,,886,391,3.9659,7.962987309,<1H OCEAN,297400
17298,-119.52,34.41,20,4489,800,,2867,765,4.806,0.175540218,<1H OCEAN,279700
17299,-119.51,34.4,24,3422,596,,1763,601,5.2039,8.149280095,NEAR OCEAN,301300
17300,-119.51,34.4,15,1112,256,172.62,411,245,2.0625,4.489943859,NEAR OCEAN,314300
17301,-119.52,34.39,23,1414,365,,889,345,2.6397,1.06155478,NEAR OCEAN,250000
17302,-119.51,34.39,32,1921,394,380.4,951,334,3.233,8.248419481,NEAR OCEAN,346000
17303,-119.52,34.4,20,1834,477,548.1,1305,417,3.2125,7.859464924,NEAR OCEAN,251000
17304,-119.53,34.38,22,2323,727,,1301,478,2.7864,5.580962475,NEAR OCEAN,300000
17305,-119.53,34.4,14,1671,383,453.18,1079,365,3.1389,9.325100281,<1H OCEAN,248700
17306,-119.51,34.46,28,3506,563,,1362,483,6.091,2.18250435,<1H OCEAN,500001
17307,-119.55,34.38,17,1951,368,,681,350,2.7275,9.139597264,<1H OCEAN,500001
17308,-119.57,34.38,22,2512,426,,919,341,5.759,6.263104179,<1H OCEAN,425000
17309,-119.59,34.43,28,2718,542,373.1,1066,442,4.2059,5.475597409,<1H OCEAN,500001
17310,-119.59,34.39,35,622,170,122.32,278,139,3.6969,2.155936165,<1H OCEAN,335000
17311,-119.5,34.35,39,308,38,,59,21,11.7794,2.848632144,NEAR OCEAN,500001
17312,-119.49,34.39,17,4617,982,1036.35,2303,923,3.9224,3.732443031,NEAR OCEAN,230600
17313,-119.72,34.77,35,2469,553,,1168,427,2.4583,6.892512439,<1H OCEAN,62100
17314,-120.18,34.75,17,2074,382,393.3,1035,359,3.7958,4.887909576,<1H OCEAN,400000
17315,-120.27,34.72,14,1289,277,297.99,693,237,3.2569,5.129557036,<1H OCEAN,230800
17316,-120.18,34.62,25,1337,219,,671,225,3.1912,5.46737294,NEAR OCEAN,226400
17317,-120.2,34.63,14,2647,515,609.67,1487,488,4.4519,3.083543613,NEAR OCEAN,227900
17318,-120.2,34.61,15,2958,690,,1348,617,3.8582,3.959967043,NEAR OCEAN,215200
17319,-120.13,34.63,11,2137,339,384.72,916,338,5.5221,6.2995432,NEAR OCEAN,394900
17320,-120.12,34.6,10,2426,426,,966,419,5.5106,8.763945674,NEAR OCEAN,290900
17321,-120.14,34.6,22,2136,465,,1143,409,2.9479,2.659626074,NEAR OCEAN,243100
17322,-120.16,34.61,17,921,189,,434,219,3.0185,5.859656764,NEAR OCEAN,500001
17323,-120.14,34.59,9,2536,499,374.4,832,385,2.5743,8.038235519,NEAR OCEAN,309800
17324,-120.14,34.59,24,1601,282,,731,285,4.2026,9.584099044,NEAR OCEAN,259800
17325,-120.04,34.72,13,3942,585,,1542,515,6.6054,4.496788061,NEAR OCEAN,500001
17326,-120.11,34.66,18,1348,238,283.95,631,247,5.3154,9.908927534,NEAR OCEAN,289400
17327,-120.08,34.64,18,2375,429,377.28,1048,369,4.2222,2.992241592,NEAR OCEAN,375000
17328,-120.08,34.62,11,3478,588,,1693,582,4.6554,2.772735429,NEAR OCEAN,272300
17329,-120.09,34.62,18,2708,382,,988,359,5.5194,8.087315262,NEAR OCEAN,367000
17330,-120.11,34.62,16,2943,394,,959,359,6.2094,5.489204469,NEAR OCEAN,440000
17331,-120.09,34.61,11,586,125,,317,74,2.8906,1.575420829,NEAR OCEAN,84400
17332,-120.08,34.59,24,1874,319,328,820,315,5.1909,7.724780355,NEAR OCEAN,390200
17333,-120.01,34.54,30,2992,609,502.32,1288,465,3.9375,1.280528578,NEAR OCEAN,292900
17334,-120.44,34.91,12,3189,463,456,1200,442,5.299,2.809913086,<1H OCEAN,226800
17335,-120.45,34.91,16,712,147,145.55,355,162,2.56,7.005474819,<1H OCEAN,150000
17336,-120.48,34.9,20,3842,630,921.3,2490,662,3.0559,3.50097294,<1H OCEAN,120100
17337,-120.45,34.88,15,2143,286,,929,315,5.7306,3.270818162,<1H OCEAN,269700
17338,-120.44,34.88,9,3124,415,467.6,1169,407,6.7694,9.897911441,<1H OCEAN,275100
17339,-120.45,34.87,4,1533,221,,545,191,7.5696,5.560629592,<1H OCEAN,328700
17340,-120.44,34.87,13,2312,352,,1084,388,5.038,1.361564085,<1H OCEAN,194000
17341,-120.45,34.86,23,3415,778,522.2,1492,633,2.2791,6.884000761,NEAR OCEAN,114800
17342,-120.4,34.86,11,1633,348,211.68,504,327,2.0508,8.618691373,<1H OCEAN,275000
17343,-120.4,34.85,26,2384,385,568.89,1323,400,4.8185,0.273359428,<1H OCEAN,157900
17344,-120.41,34.86,15,978,187,142.45,407,182,4.375,9.066801763,<1H OCEAN,158000
17345,-120.43,34.86,17,3172,506,,1538,473,4.3125,4.350717802,<1H OCEAN,168100
17346,-120.43,34.86,17,1932,347,367.08,874,312,3.8203,5.736635579,<1H OCEAN,141500
17347,-120.37,34.9,17,2649,386,422.8,1057,362,4.7813,4.784672139,<1H OCEAN,326800
17348,-120.33,34.87,24,2590,404,,1093,338,3.9375,5.337422127,<1H OCEAN,341200
17349,-120.42,34.91,4,6986,1217,1120.4,2801,1212,3.2135,1.240860881,<1H OCEAN,212700
17350,-120.43,34.9,27,2019,354,452.76,1029,346,3.5391,1.665553044,<1H OCEAN,144700
17351,-120.43,34.9,30,2388,393,457.97,1117,375,4.1058,6.156540535,<1H OCEAN,164000
17352,-120.41,34.88,8,3119,620,,1159,544,3.5288,4.175864556,<1H OCEAN,165500
17353,-120.42,34.89,24,2020,307,342,855,283,5.0099,5.957347258,<1H OCEAN,162500
17354,-120.43,34.89,30,1979,342,,999,320,5.0286,8.523723398,<1H OCEAN,158000
17355,-120.43,34.89,28,2862,478,,1384,463,4.6694,6.269176,<1H OCEAN,158200
17356,-120.43,34.88,22,2580,381,,1149,372,5.0113,6.238798984,<1H OCEAN,158600
17357,-120.42,34.87,18,2505,376,464.8,1162,382,4.8359,3.016478,<1H OCEAN,195700
17358,-120.43,34.87,21,2131,329,481.36,1094,353,4.6648,0.588622294,<1H OCEAN,193000
17359,-120.43,34.87,26,1699,272,287.64,799,266,3.9871,4.032471606,<1H OCEAN,157700
17360,-120.41,34.88,4,3680,559,721.54,1678,569,5.0639,4.815686111,<1H OCEAN,201700
17361,-120.4,34.87,10,2197,329,468.16,1064,319,4.9766,0.42302047,<1H OCEAN,199600
17362,-120.41,34.87,32,1997,317,,866,281,5.062,2.042720938,<1H OCEAN,158900
17363,-120.41,34.87,15,1534,251,319.62,761,240,4.9028,4.567817958,<1H OCEAN,193600
17364,-120.42,34.95,52,1391,287,284.4,632,276,1.7431,3.689221382,<1H OCEAN,131500
17365,-120.42,34.95,33,3404,711,,1579,639,3.1078,6.105295328,<1H OCEAN,146700
17366,-120.43,34.95,50,1966,413,384.15,985,403,2.3506,0.218978054,<1H OCEAN,136100
17367,-120.43,34.95,43,2020,344,290.64,692,310,3.6815,3.043484356,<1H OCEAN,181800
17368,-120.42,34.94,32,2844,551,534.8,1337,516,2.7188,7.624547856,<1H OCEAN,133700
17369,-120.43,34.93,4,2866,648,589.95,1311,578,2.8649,9.800254759,<1H OCEAN,186500
17370,-120.43,34.93,10,2980,585,716.85,1593,562,3.285,3.771810932,<1H OCEAN,218300
17371,-120.43,34.98,21,2725,514,,1466,488,3.6639,8.982157328,<1H OCEAN,128600
17372,-120.43,34.97,28,1433,270,440.44,1001,278,4.0125,1.215482178,<1H OCEAN,130100
17373,-120.42,34.96,20,1678,307,344.4,840,316,4.4342,3.428438278,<1H OCEAN,160700
17374,-120.43,34.96,24,2739,414,409.85,1171,413,4.8155,7.875192599,<1H OCEAN,162900
17375,-120.43,34.96,24,1799,470,608.88,1416,408,2.0673,1.567506054,<1H OCEAN,136900
17376,-120.42,34.96,31,3518,608,,1386,572,3.6212,2.109193809,<1H OCEAN,151400
17377,-120.42,34.96,19,2298,511,535.78,1246,513,2.212,1.286445109,<1H OCEAN,132000
17378,-120.43,34.96,19,2350,631,568.04,1291,515,1.0349,0.208420358,<1H OCEAN,130800
17379,-120.42,34.97,18,1932,350,481.95,1071,346,4.125,6.325586441,<1H OCEAN,139800
17380,-120.41,34.96,16,2299,403,435.75,1245,395,4.2125,1.565956512,<1H OCEAN,148300
17381,-120.42,34.96,14,2069,343,496,1240,338,4.5066,3.208131327,<1H OCEAN,149800
17382,-120.38,34.96,9,2813,492,503.36,1144,490,4.0431,6.651631868,<1H OCEAN,226800
17383,-120.41,34.96,21,1774,263,289.6,724,237,4.65,6.006173569,<1H OCEAN,152500
